,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R48.0,0.3490557193732951,0.3978519775244553,0.4321864270847801,0.47094250783053065,0.502815282627402,0.5084962443803513,0.500174718759183,0.5109488166228592,0.5855207036735317,0.6758800790631186,0.7298934701696701,0.7769746074202697,0.7499589719436631,0.7200413855126961,0.6505557484704481,0.6131968791861334,0.602451305064083,0.6101549410620825,0.5990348493979062,0.5912319598026055,0.5969543996679042,0.5900719236656934,0.5951384287502195,0.5559004010557674,0.5104068201016573,0.5074425524643779,0.43486747552624017
R49.0,0.3148987665558374,0.36608136660643475,0.40741554846882483,0.45497323640786563,0.49633778279319585,0.5079209429662472,0.49984440936473756,0.5088256885376945,0.5751281322173232,0.6630621536615248,0.7162967850404405,0.7629078307038604,0.7389129295484649,0.7108087438388474,0.6438397313180639,0.6084718338118793,0.5982990988209902,0.6069277843507017,0.5956473217894183,0.5870157846535546,0.5958820161418731,0.5878950871700007,0.5934386208488963,0.5553078331164498,0.5088434462836636,0.5082707638980343,0.41330877695388796
R50.0,,0.33089466643310267,0.37911002586921133,0.4346250894344717,0.4862391412360936,0.5065551120523902,0.500106115633469,0.5060889430444631,0.5658114874844113,0.6498453212310495,0.7025940988421218,0.7491043105014473,0.7276330418102807,0.702789836021578,0.6375428417090131,0.6042800940750362,0.5945441754498674,0.6033130062538962,0.5921628792540825,0.584193765483469,0.5943739172959727,0.5863739781856941,0.5927642991565034,0.5558106522902921,0.5076506993541304,0.49780120570690317,
R51.0,,,0.3452490212698406,0.4099316296023292,0.4709642044969747,0.5021378009480871,0.5003469737886097,0.5048628039608477,0.5575199838265023,0.6384418323560593,0.6898366281169606,0.7362420477870343,0.7172722332598989,0.6938328924555137,0.6311891720987333,0.6001333327686282,0.5909273130862093,0.5992385588417221,0.5882803115978009,0.5821116414318631,0.5936086986049777,0.586068135648704,0.5917287569142595,0.555946890572178,0.5064733011429938,0.4714887511207749,
R52.0,,,0.30739085034195607,0.38215904953721763,0.45180879836027465,0.4948654167392197,0.500091252909913,0.5036904443858184,0.5493544131730137,0.6269673741719264,0.6781842377929655,0.7240443087157662,0.7077359848764394,0.6863493658005677,0.6258579292553164,0.5968325297701789,0.5878075310533106,0.5961437086887902,0.5862238928438854,0.5801637479684313,0.5933484152010409,0.5857125406458135,0.5916205615602251,0.5558394600281001,0.5049140183922931,0.44908947702577634,
R53.0,,,,0.3495802554567945,0.42843242393929243,0.4833575365715114,0.4998968781979745,0.5017631774153992,0.543036115367869,0.6173042066471001,0.6679873592498881,0.7115911180641827,0.698806181763196,0.6799076853629831,0.6200098980820632,0.5938796564571517,0.5850648698596782,0.5941304294886104,0.5832252174093364,0.5785803699788341,0.5926720044073394,0.5856185320237517,0.5921220422681386,0.5564104453020314,0.5053000199560486,0.4260077348822718,
R54.0,,,,0.31150055390285525,0.40102940396052006,0.46654379966661086,0.4999143998700822,0.5022688358590273,0.5361933581314243,0.6079011823354782,0.6572257919881129,0.7001349154661451,0.6908354764205168,0.6723649021202787,0.615357898351041,0.5904943949712285,0.5825631992656622,0.5923346046675495,0.5823628690637772,0.5778625430451569,0.5920854236384342,0.5855230128563141,0.5920012982871454,0.5575711446114181,0.48523581836707497,0.4052153865012192,
R55.0,,,,,0.36832194635839877,0.44541695777574625,0.4999472718185241,0.502075879001294,0.5305952491548251,0.5990823911680675,0.6474134119836003,0.689591960152365,0.6819918414898102,0.6665316651770252,0.6123933299620927,0.5885269272035527,0.580479739114749,0.5908085921720436,0.580555050694678,0.5776827807719986,0.5928436319680316,0.5864899102551983,0.5923278266647479,0.5579740421733462,0.4620161621170865,0.38392459582597105,
R56.0,,,,,0.33170668684108884,0.42173244951880257,0.5001857441146667,0.5008311456107435,0.5260953147181265,0.5911427300710174,0.6391547386304609,0.679937194943034,0.6743743026287942,0.6603770520481977,0.6081830428562239,0.5863787533115837,0.5786694633309062,0.5881395917042744,0.5797468466114153,0.5782208972221098,0.5927617811565737,0.5861258339021271,0.5927214477232389,0.5605581048911252,0.43881135473097577,0.3634438077517627,
R57.0,,,,,,0.39244369026077724,0.4998453375271846,0.5011410241828832,0.5213098853884497,0.5842958541319743,0.6300244703694665,0.6706903218750396,0.6684584010195691,0.655746215318228,0.6054518603703887,0.5841715426604754,0.577710645469494,0.5869268674802451,0.5792736889306374,0.5780730655289554,0.5931394714761407,0.5869802216842672,0.5928749833121221,0.5504157086772442,0.41810315864493236,0.34558106625482576,
R58.0,,,,,,0.3586534529239059,0.5005396727639878,0.500855953592266,0.5168826857632058,0.5772275561643772,0.623487512610371,0.6614758278362114,0.6614294028250067,0.650341605330285,0.6025071277169772,0.5822994328551439,0.577141825652058,0.5857215250184638,0.5793955641938364,0.5780939939264852,0.5955721457009777,0.5883539411790123,0.5937040018432101,0.5183360096059051,0.3972218054904048,0.327425000373361,
R59.0,,,,,,0.32200829675018716,0.5001202131910297,0.5001275822479335,0.5141445822859809,0.5718108765211647,0.6162224278701042,0.653304666489073,0.6557785500053688,0.6447300994124464,0.5998579253204905,0.5815815046691437,0.5763511983038893,0.5850734943312785,0.5795835312640004,0.5791676450425711,0.596263791464228,0.5895967789981238,0.5944697930768048,0.49001790429257325,0.3770378835018001,0.30979117965531455,
R60.0,,,,,,,0.4967607476663427,0.5004473807137768,0.5116866223380651,0.5659571875789001,0.6097318984756013,0.6462792824338853,0.6499617881467632,0.6415374476751341,0.5983870647124804,0.5801550569439917,0.576179235313453,0.5845524975455844,0.5796357724041146,0.5807580422557912,0.5969290486963821,0.5910087041191637,0.5950211519479003,0.4621967747603945,0.3573536835915747,,
